"No.","Time","Source","Destination","Protocol","Length","Info"
"23292","300.378211290","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=4813583 Ack=8218 Win=49408 Len=1420 TSval=562035732 TSecr=3833925085 [TCP segment of a reassembled PDU]"
"23294","300.379422099","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=4815003 Ack=8218 Win=49408 Len=1420 TSval=562035732 TSecr=3833925085 [TCP segment of a reassembled PDU]"
"23295","300.380803379","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=4816423 Ack=8218 Win=49408 Len=1420 TSval=562035733 TSecr=3833925085 [TCP segment of a reassembled PDU]"
"23297","300.381927994","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=4817843 Ack=8218 Win=49408 Len=1420 TSval=562035733 TSecr=3833925085 [TCP segment of a reassembled PDU]"
"23298","300.384063557","173.194.17.136","192.168.0.113","TLSv1.2","1486","Application Data [TCP segment of a reassembled PDU]"
"23300","300.385259238","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=4820683 Ack=8218 Win=49408 Len=1420 TSval=562035734 TSecr=3833925085 [TCP segment of a reassembled PDU]"
"23301","300.386637255","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=4822103 Ack=8218 Win=49408 Len=1420 TSval=562035734 TSecr=3833925085 [TCP segment of a reassembled PDU]"
"23303","300.387734575","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=4823523 Ack=8218 Win=49408 Len=1420 TSval=562035734 TSecr=3833925085 [TCP segment of a reassembled PDU]"
"23304","300.388731649","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=4824943 Ack=8218 Win=49408 Len=1420 TSval=562035735 TSecr=3833925085 [TCP segment of a reassembled PDU]"
"23306","300.390633411","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=4826363 Ack=8218 Win=49408 Len=1420 TSval=562035735 TSecr=3833925085 [TCP segment of a reassembled PDU]"
"23307","300.391971001","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=4827783 Ack=8218 Win=49408 Len=1420 TSval=562035735 TSecr=3833925085 [TCP segment of a reassembled PDU]"
"23309","300.393021364","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=4829203 Ack=8218 Win=49408 Len=1420 TSval=562035736 TSecr=3833925085 [TCP segment of a reassembled PDU]"
"23310","300.394319194","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=4830623 Ack=8218 Win=49408 Len=1420 TSval=562035736 TSecr=3833925085 [TCP segment of a reassembled PDU]"
"23312","300.395357477","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=4832043 Ack=8218 Win=49408 Len=1420 TSval=562035736 TSecr=3833925085 [TCP segment of a reassembled PDU]"
"23313","300.398103341","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=4833463 Ack=8218 Win=49408 Len=1420 TSval=562035737 TSecr=3833925085 [TCP segment of a reassembled PDU]"
"23315","300.399185295","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=4834883 Ack=8218 Win=49408 Len=1420 TSval=562035737 TSecr=3833925085 [TCP segment of a reassembled PDU]"
"23316","300.400358862","173.194.17.136","192.168.0.113","TLSv1.2","1486","Application Data [TCP segment of a reassembled PDU]"
"23318","300.401515291","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=4837723 Ack=8218 Win=49408 Len=1420 TSval=562035738 TSecr=3833925085 [TCP segment of a reassembled PDU]"
"23319","300.402766336","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=4839143 Ack=8218 Win=49408 Len=1420 TSval=562035738 TSecr=3833925085 [TCP segment of a reassembled PDU]"
"23321","300.403593276","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=4840563 Ack=8218 Win=49408 Len=1420 TSval=562035738 TSecr=3833925085 [TCP segment of a reassembled PDU]"
"23322","300.405006062","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=4841983 Ack=8218 Win=49408 Len=1420 TSval=562035739 TSecr=3833925085 [TCP segment of a reassembled PDU]"
"23324","300.407246557","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=4843403 Ack=8218 Win=49408 Len=1420 TSval=562035739 TSecr=3833925085 [TCP segment of a reassembled PDU]"
"23325","300.408079794","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=4844823 Ack=8218 Win=49408 Len=1420 TSval=562035739 TSecr=3833925085 [TCP segment of a reassembled PDU]"
"23327","300.408890697","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=4846243 Ack=8218 Win=49408 Len=1420 TSval=562035740 TSecr=3833925085 [TCP segment of a reassembled PDU]"
"23328","300.409698292","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=4847663 Ack=8218 Win=49408 Len=1420 TSval=562035740 TSecr=3833925085 [TCP segment of a reassembled PDU]"
"23330","300.411542401","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=4849083 Ack=8218 Win=49408 Len=1420 TSval=562035740 TSecr=3833925085 [TCP segment of a reassembled PDU]"
"23331","300.412444459","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=4850503 Ack=8218 Win=49408 Len=1420 TSval=562035741 TSecr=3833925085 [TCP segment of a reassembled PDU]"
"23333","300.413246006","173.194.17.136","192.168.0.113","TLSv1.2","1486","Application Data [TCP segment of a reassembled PDU]"
"23334","300.414032726","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=4853343 Ack=8218 Win=49408 Len=1420 TSval=562035741 TSecr=3833925085 [TCP segment of a reassembled PDU]"
"23336","300.414940964","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=4854763 Ack=8218 Win=49408 Len=1420 TSval=562035742 TSecr=3833925085 [TCP segment of a reassembled PDU]"
"23337","300.415833566","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=4856183 Ack=8218 Win=49408 Len=1420 TSval=562035742 TSecr=3833925085 [TCP segment of a reassembled PDU]"
"23339","300.416824440","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=4857603 Ack=8218 Win=49408 Len=1420 TSval=562035742 TSecr=3833925085 [TCP segment of a reassembled PDU]"
"23340","300.417683836","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=4859023 Ack=8218 Win=49408 Len=1420 TSval=562035743 TSecr=3833925085 [TCP segment of a reassembled PDU]"
"23342","300.418479388","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=4860443 Ack=8218 Win=49408 Len=1420 TSval=562035743 TSecr=3833925085 [TCP segment of a reassembled PDU]"
"23343","300.419486540","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=4861863 Ack=8218 Win=49408 Len=1420 TSval=562035744 TSecr=3833925085 [TCP segment of a reassembled PDU]"
"23345","300.420309671","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=4863283 Ack=8218 Win=49408 Len=1420 TSval=562035744 TSecr=3833925085 [TCP segment of a reassembled PDU]"
"23346","300.421266641","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=4864703 Ack=8218 Win=49408 Len=1420 TSval=562035744 TSecr=3833925085 [TCP segment of a reassembled PDU]"
"23348","300.422197115","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=4866123 Ack=8218 Win=49408 Len=1420 TSval=562035745 TSecr=3833925085 [TCP segment of a reassembled PDU]"
"23349","300.423061986","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=4867543 Ack=8218 Win=49408 Len=1420 TSval=562035745 TSecr=3833925085 [TCP segment of a reassembled PDU]"
"23351","300.424049358","173.194.17.136","192.168.0.113","TLSv1.2","1486","Application Data [TCP segment of a reassembled PDU]"
"23352","300.424962160","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=4870383 Ack=8218 Win=49408 Len=1420 TSval=562035746 TSecr=3833925085 [TCP segment of a reassembled PDU]"
"23354","300.425763988","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=4871803 Ack=8218 Win=49408 Len=1420 TSval=562035746 TSecr=3833925085 [TCP segment of a reassembled PDU]"
"23355","300.426786348","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=4873223 Ack=8218 Win=49408 Len=1420 TSval=562035746 TSecr=3833925085 [TCP segment of a reassembled PDU]"
"23357","300.427470730","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=4874643 Ack=8218 Win=49408 Len=1420 TSval=562035747 TSecr=3833925085 [TCP segment of a reassembled PDU]"
"23358","300.428308137","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=4876063 Ack=8218 Win=49408 Len=1420 TSval=562035747 TSecr=3833925085 [TCP segment of a reassembled PDU]"
"23360","300.429218547","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=4877483 Ack=8218 Win=49408 Len=1420 TSval=562035747 TSecr=3833925085 [TCP segment of a reassembled PDU]"
"23361","300.430266968","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=4878903 Ack=8218 Win=49408 Len=1420 TSval=562035748 TSecr=3833925085 [TCP segment of a reassembled PDU]"
"23363","300.431012217","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=4880323 Ack=8218 Win=49408 Len=1420 TSval=562035748 TSecr=3833925085 [TCP segment of a reassembled PDU]"
"23364","300.431923597","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=4881743 Ack=8218 Win=49408 Len=1420 TSval=562035748 TSecr=3833925085 [TCP segment of a reassembled PDU]"
"23366","300.432583641","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=4883163 Ack=8218 Win=49408 Len=1420 TSval=562035749 TSecr=3833925085 [TCP segment of a reassembled PDU]"
"23367","300.433032475","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=4884583 Ack=8218 Win=49408 Len=1420 TSval=562035749 TSecr=3833925085 [TCP segment of a reassembled PDU]"
"23369","300.433395252","173.194.17.136","192.168.0.113","TLSv1.2","1486","Application Data [TCP segment of a reassembled PDU]"
"23370","300.433884655","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=4887423 Ack=8218 Win=49408 Len=1420 TSval=562035750 TSecr=3833925085 [TCP segment of a reassembled PDU]"
"23372","300.434894927","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=4888843 Ack=8218 Win=49408 Len=1420 TSval=562035750 TSecr=3833925085 [TCP segment of a reassembled PDU]"
"23373","300.435396894","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=4890263 Ack=8218 Win=49408 Len=1420 TSval=562035750 TSecr=3833925085 [TCP segment of a reassembled PDU]"
"23375","300.435881015","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=4891683 Ack=8218 Win=49408 Len=1420 TSval=562035751 TSecr=3833925085 [TCP segment of a reassembled PDU]"
"23376","300.436339940","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=4893103 Ack=8218 Win=49408 Len=1420 TSval=562035751 TSecr=3833925085 [TCP segment of a reassembled PDU]"
"23378","300.437862562","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=4894523 Ack=8218 Win=49408 Len=1420 TSval=562035751 TSecr=3833925085 [TCP segment of a reassembled PDU]"
"23379","300.438320758","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=4895943 Ack=8218 Win=49408 Len=1420 TSval=562035752 TSecr=3833925085 [TCP segment of a reassembled PDU]"
"23381","300.438832875","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=4897363 Ack=8218 Win=49408 Len=1420 TSval=562035752 TSecr=3833925085 [TCP segment of a reassembled PDU]"
"23382","300.439355747","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=4898783 Ack=8218 Win=49408 Len=1420 TSval=562035752 TSecr=3833925085 [TCP segment of a reassembled PDU]"
"23384","300.445708731","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=4900203 Ack=8218 Win=49408 Len=1420 TSval=562035753 TSecr=3833925085 [TCP segment of a reassembled PDU]"
"23385","300.446206324","173.194.17.136","192.168.0.113","TLSv1.2","1486","Application Data [TCP segment of a reassembled PDU]"
"23387","300.446609984","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=4903043 Ack=8218 Win=49408 Len=1420 TSval=562035753 TSecr=3833925085 [TCP segment of a reassembled PDU]"
"23389","300.921960762","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=4904463 Ack=8218 Win=49408 Len=1420 TSval=562035802 TSecr=3833925160 [TCP segment of a reassembled PDU]"
"23391","300.922041467","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=4905883 Ack=8218 Win=49408 Len=1420 TSval=562035802 TSecr=3833925160 [TCP segment of a reassembled PDU]"
"23393","300.922114154","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=4907303 Ack=8218 Win=49408 Len=1420 TSval=562035802 TSecr=3833925160 [TCP segment of a reassembled PDU]"
"23395","300.922181578","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=4908723 Ack=8218 Win=49408 Len=1420 TSval=562035811 TSecr=3833925168 [TCP segment of a reassembled PDU]"
"23397","300.922230724","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=4910143 Ack=8218 Win=49408 Len=1420 TSval=562035811 TSecr=3833925168 [TCP segment of a reassembled PDU]"
"23398","300.922234515","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=4911563 Ack=8218 Win=49408 Len=1420 TSval=562035822 TSecr=3833925171 [TCP segment of a reassembled PDU]"
"23399","300.922237060","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=4912983 Ack=8218 Win=49408 Len=1420 TSval=562035822 TSecr=3833925171 [TCP segment of a reassembled PDU]"
"23400","300.922239301","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=4914403 Ack=8218 Win=49408 Len=1420 TSval=562035822 TSecr=3833925174 [TCP segment of a reassembled PDU]"
"23401","300.922241645","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=4915823 Ack=8218 Win=49408 Len=1420 TSval=562035822 TSecr=3833925174 [TCP segment of a reassembled PDU]"
"23402","300.922243896","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=4917243 Ack=8218 Win=49408 Len=1420 TSval=562035822 TSecr=3833925174 [TCP segment of a reassembled PDU]"
"23403","300.922245896","173.194.17.136","192.168.0.113","TLSv1.2","1486","Application Data [TCP segment of a reassembled PDU]"
"23404","300.922248202","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=4920083 Ack=8218 Win=49408 Len=1420 TSval=562035822 TSecr=3833925179 [TCP segment of a reassembled PDU]"
"23405","300.922250371","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=4921503 Ack=8218 Win=49408 Len=1420 TSval=562035822 TSecr=3833925179 [TCP segment of a reassembled PDU]"
"23406","300.922252873","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=4922923 Ack=8218 Win=49408 Len=1420 TSval=562035823 TSecr=3833925179 [TCP segment of a reassembled PDU]"
"23407","300.922255049","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=4924343 Ack=8218 Win=49408 Len=1420 TSval=562035823 TSecr=3833925179 [TCP segment of a reassembled PDU]"
"23408","300.922257049","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=4925763 Ack=8218 Win=49408 Len=1420 TSval=562035823 TSecr=3833925179 [TCP segment of a reassembled PDU]"
"23409","300.922259341","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=4927183 Ack=8218 Win=49408 Len=1420 TSval=562035823 TSecr=3833925179 [TCP segment of a reassembled PDU]"
"23410","300.922261663","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=4928603 Ack=8218 Win=49408 Len=1420 TSval=562035831 TSecr=3833925189 [TCP segment of a reassembled PDU]"
"23411","300.922264465","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=4930023 Ack=8218 Win=49408 Len=1420 TSval=562035831 TSecr=3833925189 [TCP segment of a reassembled PDU]"
"23413","300.922312605","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=4931443 Ack=8218 Win=49408 Len=1420 TSval=562035831 TSecr=3833925189 [TCP segment of a reassembled PDU]"
"23414","300.922315918","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=4932863 Ack=8218 Win=49408 Len=1420 TSval=562035831 TSecr=3833925189 [TCP segment of a reassembled PDU]"
"23415","300.922318754","173.194.17.136","192.168.0.113","TLSv1.2","1486","Application Data [TCP segment of a reassembled PDU]"
"23416","300.922321363","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=4935703 Ack=8218 Win=49408 Len=1420 TSval=562035831 TSecr=3833925189 [TCP segment of a reassembled PDU]"
"23418","300.922369958","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=4937123 Ack=8218 Win=49408 Len=1420 TSval=562035832 TSecr=3833925190 [TCP segment of a reassembled PDU]"
"23419","300.922372648","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=4938543 Ack=8218 Win=49408 Len=1420 TSval=562035832 TSecr=3833925190 [TCP segment of a reassembled PDU]"
"23420","300.922375363","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=4939963 Ack=8218 Win=49408 Len=1420 TSval=562035832 TSecr=3833925190 [TCP segment of a reassembled PDU]"
"23421","300.922377979","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=4941383 Ack=8218 Win=49408 Len=1420 TSval=562035833 TSecr=3833925190 [TCP segment of a reassembled PDU]"
"23423","300.922426167","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=4942803 Ack=8218 Win=49408 Len=1420 TSval=562035833 TSecr=3833925190 [TCP segment of a reassembled PDU]"
"23424","300.922428653","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=4944223 Ack=8218 Win=49408 Len=1420 TSval=562035833 TSecr=3833925190 [TCP segment of a reassembled PDU]"
"23425","300.922431396","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=4945643 Ack=8218 Win=49408 Len=1420 TSval=562035843 TSecr=3833925197 [TCP segment of a reassembled PDU]"
"23426","300.922433669","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=4947063 Ack=8218 Win=49408 Len=1420 TSval=562035843 TSecr=3833925197 [TCP segment of a reassembled PDU]"
"23428","300.922480994","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=4948483 Ack=8218 Win=49408 Len=1420 TSval=562035843 TSecr=3833925197 [TCP segment of a reassembled PDU]"
"23429","300.922483827","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=4949903 Ack=8218 Win=49408 Len=1420 TSval=562035843 TSecr=3833925197 [TCP segment of a reassembled PDU]"
"23430","300.922486420","173.194.17.136","192.168.0.113","TLSv1.2","1486","Application Data [TCP segment of a reassembled PDU]"
"23431","300.922489109","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=4952743 Ack=8218 Win=49408 Len=1420 TSval=562035843 TSecr=3833925197 [TCP segment of a reassembled PDU]"
"23433","300.922537134","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=4954163 Ack=8218 Win=49408 Len=1420 TSval=562035843 TSecr=3833925197 [TCP segment of a reassembled PDU]"
"23434","300.922539788","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=4955583 Ack=8218 Win=49408 Len=1420 TSval=562035843 TSecr=3833925197 [TCP segment of a reassembled PDU]"
"23435","300.922541915","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=4957003 Ack=8218 Win=49408 Len=1420 TSval=562035843 TSecr=3833925197 [TCP segment of a reassembled PDU]"
"23436","300.922544034","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=4958423 Ack=8218 Win=49408 Len=1420 TSval=562035844 TSecr=3833925197 [TCP segment of a reassembled PDU]"
"23437","300.922546252","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=4959843 Ack=8218 Win=49408 Len=1420 TSval=562035844 TSecr=3833925197 [TCP segment of a reassembled PDU]"
"23438","300.922548394","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=4961263 Ack=8218 Win=49408 Len=1420 TSval=562035844 TSecr=3833925197 [TCP segment of a reassembled PDU]"
"23439","300.922550537","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=4962683 Ack=8218 Win=49408 Len=1420 TSval=562035850 TSecr=3833925208 [TCP segment of a reassembled PDU]"
"23440","300.922552590","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=4964103 Ack=8218 Win=49408 Len=1420 TSval=562035850 TSecr=3833925208 [TCP segment of a reassembled PDU]"
"23441","300.922554618","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=4965523 Ack=8218 Win=49408 Len=1420 TSval=562035850 TSecr=3833925208 [TCP segment of a reassembled PDU]"
"23442","300.922556755","173.194.17.136","192.168.0.113","TLSv1.2","1486","Application Data [TCP segment of a reassembled PDU]"
"23443","300.922558814","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=4968363 Ack=8218 Win=49408 Len=1420 TSval=562035850 TSecr=3833925208 [TCP segment of a reassembled PDU]"
"23444","300.922560882","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=4969783 Ack=8218 Win=49408 Len=1420 TSval=562035850 TSecr=3833925208 [TCP segment of a reassembled PDU]"
"23446","300.922607796","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=4971203 Ack=8218 Win=49408 Len=1420 TSval=562035851 TSecr=3833925208 [TCP segment of a reassembled PDU]"
"23447","300.922610496","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=4972623 Ack=8218 Win=49408 Len=1420 TSval=562035851 TSecr=3833925208 [TCP segment of a reassembled PDU]"
"23448","300.922612690","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=4974043 Ack=8218 Win=49408 Len=1420 TSval=562035851 TSecr=3833925208 [TCP segment of a reassembled PDU]"
"23449","300.922615469","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=4975463 Ack=8218 Win=49408 Len=1420 TSval=562035851 TSecr=3833925208 [TCP segment of a reassembled PDU]"
"23451","300.922668669","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=4976883 Ack=8218 Win=49408 Len=1420 TSval=562035851 TSecr=3833925208 [TCP segment of a reassembled PDU]"
"23452","300.922671694","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=4978303 Ack=8218 Win=49408 Len=1420 TSval=562035851 TSecr=3833925208 [TCP segment of a reassembled PDU]"
"23453","300.922674279","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=4979723 Ack=8218 Win=49408 Len=1420 TSval=562035852 TSecr=3833925208 [TCP segment of a reassembled PDU]"
"23455","300.922676839","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=4981143 Ack=8218 Win=49408 Len=1420 TSval=562035852 TSecr=3833925208 [TCP segment of a reassembled PDU]"
"23456","300.922726895","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=4982563 Ack=8218 Win=49408 Len=1420 TSval=562035852 TSecr=3833925208 [TCP segment of a reassembled PDU]"
"23457","300.922728980","173.194.17.136","192.168.0.113","TLSv1.2","1486","Application Data [TCP segment of a reassembled PDU]"
"23458","300.922731513","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=4985403 Ack=8218 Win=49408 Len=1420 TSval=562035861 TSecr=3833925217 [TCP segment of a reassembled PDU]"
"23459","300.922734091","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=4986823 Ack=8218 Win=49408 Len=1420 TSval=562035861 TSecr=3833925217 [TCP segment of a reassembled PDU]"
"23461","300.922781904","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=4988243 Ack=8218 Win=49408 Len=1420 TSval=562035861 TSecr=3833925217 [TCP segment of a reassembled PDU]"
"23462","300.922784478","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=4989663 Ack=8218 Win=49408 Len=1420 TSval=562035861 TSecr=3833925217 [TCP segment of a reassembled PDU]"
"23463","300.922787205","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=4991083 Ack=8218 Win=49408 Len=1420 TSval=562035861 TSecr=3833925217 [TCP segment of a reassembled PDU]"
"23465","300.922789910","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=4992503 Ack=8218 Win=49408 Len=1420 TSval=562035861 TSecr=3833925217 [TCP segment of a reassembled PDU]"
"23466","300.922838096","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=4993923 Ack=8218 Win=49408 Len=1420 TSval=562035861 TSecr=3833925217 [TCP segment of a reassembled PDU]"
"23469","300.922983771","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=4995343 Ack=8218 Win=49408 Len=1420 TSval=562035862 TSecr=3833925217 [TCP segment of a reassembled PDU]"
"23482","300.924726372","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=4996763 Ack=8218 Win=49408 Len=1420 TSval=562035862 TSecr=3833925217 [TCP segment of a reassembled PDU]"
"23483","300.925603754","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=4998183 Ack=8218 Win=49408 Len=1420 TSval=562035862 TSecr=3833925217 [TCP segment of a reassembled PDU]"
"23485","300.926451986","173.194.17.136","192.168.0.113","TLSv1.2","1486","Application Data [TCP segment of a reassembled PDU]"
"23486","300.927392277","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=5001023 Ack=8218 Win=49408 Len=1420 TSval=562035871 TSecr=3833925227 [TCP segment of a reassembled PDU]"
"23488","300.928269965","173.194.17.136","192.168.0.113","TCP","1486","443  >  40306 [ACK] Seq=5002443 Ack=8218 Win=49408 Len=1420 TSval=562035871 TSecr=3833925227 [TCP segment of a reassembled PDU]"
